"broad_group","category","medication","combo","search_type","search_term","source_file","Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:","qc_missing_fields","qc_sparse"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-6","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-4","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-3","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-1","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-2","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4627-6","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4627-4","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4627-2","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","42708-188-14","NA","NA","NA","NA","QPharma, Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-3876-2","NA","NA","NA","NA","NuCare Pharmaceuticals, Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-1","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-2","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-4","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-3","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-6","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4627-2","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4627-6","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Ciprofloxacin","FALSE","nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4627-4","NA","NA","NA","NA","NuCare Pharmaceuticals,Inc.","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Levofloxacin","FALSE","proprietary","Levaquin","Levofloxacin_Levaquin_proprietary_raw.csv","LEVAQUIN (U)","61919-359-10","NA","NA","NA","NA","DIRECT RX","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Antibiotics","Antibiotics","Levofloxacin","FALSE","nonproprietary","Levofloxacin","Levofloxacin_nonproprietary_raw.csv","LEVAQUIN (U)","61919-359-10","NA","NA","NA","NA","DIRECT RX","NA","NA","NA","NA","NA","N/A","NA","NA","N/A","N/A","N/A","NA","3","TRUE"
"Cardiovascular_Medication","ACE_Inhibitors","Ramipril","FALSE","nonproprietary","Ramipril","Ramipril_nonproprietary_raw.csv","RAMIPRIL (U)","61919-833-30",NA,NA,NA,NA,"DIRECT RX",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","ARBs","LosartanPotassium","FALSE","nonproprietary","LosartanPotassium","LosartanPotassium_nonproprietary_raw.csv","Losartan Potassium (E)","67296-2225-1",NA,NA,NA,NA,"Redpharm Drug",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Clonidine","FALSE","nonproprietary","Clonidine","Clonidine_nonproprietary_raw.csv","clonidine hydrochloride (E)","66267-061-90",NA,NA,NA,NA,"NuCare Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Clonidine","FALSE","nonproprietary","Clonidine","Clonidine_nonproprietary_raw.csv","clonidine hydrochloride (E)","66267-061-60",NA,NA,NA,NA,"NuCare Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Clonidine","FALSE","nonproprietary","Clonidine","Clonidine_nonproprietary_raw.csv","clonidine hydrochloride (E)","66267-061-30",NA,NA,NA,NA,"NuCare Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Diltiazem","FALSE","nonproprietary","Diltiazem","Diltiazem_nonproprietary_raw.csv","Diltiazem Hydrochloride (E)","71872-7293-1",NA,NA,NA,NA,"Medical Purchasing Solutions, LLC.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","MetoprololSuccinate","FALSE","nonproprietary","MetoprololSuccinate","MetoprololSuccinate_nonproprietary_raw.csv","METOPROLOL SUCCINATE (U)","61919-913-30",NA,NA,NA,NA,"DirectRX",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","MetoprololTartrate","FALSE","nonproprietary","MetoprololTartrate","MetoprololTartrate_nonproprietary_raw.csv","METOPROLOL TARTRATE (U)","61919-428-90",NA,NA,NA,NA,"DIRECT RX",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","MetoprololTartrate","FALSE","nonproprietary","MetoprololTartrate","MetoprololTartrate_nonproprietary_raw.csv","METOPROLOL TARTRATE (U)","61919-428-30",NA,NA,NA,NA,"DIRECT RX",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","2% Minoxidil Hair Regrowth Foam (E)","85038-004-01",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","2% Minoxidil Hair Regrowth Foam (E)","85038-004-02",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","2% Minoxidil Hair Regrowth Foam (E)","85038-004-03",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","5% Minoxidil Hair Growth Sprays Serum (E)","83766-106-01",NA,NA,NA,NA,"Shenzhen Joyuflsh Technology Co.,Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","5% Minoxidil Hair Regrowth Foam (E)","85038-003-03",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","5% Minoxidil Hair Regrowth Foam (E)","85038-003-02",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","5% Minoxidil Hair Regrowth Foam (E)","85038-003-01",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","BUNEE Hair Growth Serum (E)","81653-001-01",NA,NA,NA,NA,"Guangzhou Jianyuan Biological Technology Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","ERYLVEKA 5% Minoxidil Hair Growth Foam with Biotin (E)","83766-104-01",NA,NA,NA,NA,"Shenzhen Joyuflsh Technology Co.,Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","Hair Growth Serum Roll-ON (E)","85524-2628-2",NA,NA,NA,NA,"FlexiGo Inc",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","Hair Growth Serum Roll-ON (E)","85524-2628-4",NA,NA,NA,NA,"FlexiGo Inc",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","Hair Growth Serum Roll-ON (E)","85524-2628-6",NA,NA,NA,NA,"FlexiGo Inc",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","Loesch Hair Regrowth Formula (E)","25280-007-42",NA,NA,NA,NA,"Loesch Laboratory Consultant, INC.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","MINOXIDIL (E)","85524-2501-1",NA,NA,NA,NA,"FlexiGo Inc",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","MINOXIDIL (E)","85524-2509-6",NA,NA,NA,NA,"FlexiGo Inc",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","Minoxidil Hair Regrowth Solution (E)","85038-007-02",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","Minoxidil Hair Regrowth Solution (E)","85038-007-03",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","Minoxidil Hair Regrowth Solution (E)","85038-007-01",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","Minoxidil Hair Regrowth Solution (E)","85038-007-04",NA,NA,NA,NA,"Lianjiang Shanlilai E-commerce Co., Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","RHRTTUE 5% Minoxidil Applicator Pens (E)","83766-002-01",NA,NA,NA,NA,"Shenzhen Joyuflsh Technology Co.,Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Antihypertensives","Minoxidil","FALSE","nonproprietary","Minoxidil","Minoxidil_nonproprietary_raw.csv","SIDINOX 5% Minoxidil Hair Growth Foam with Biotin (E)","83766-105-01",NA,NA,NA,NA,"Shenzhen Joyuflsh Technology Co.,Ltd.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Losartan","FALSE","nonproprietary","Losartan","Losartan_nonproprietary_raw.csv","Losartan Potassium (E)","67296-2225-1",NA,NA,NA,NA,"Redpharm Drug",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Simvastatin","FALSE","nonproprietary","Simvastatin","Simvastatin_nonproprietary_raw.csv","SIMVASTATIN (E)","68788-8379-6",NA,NA,NA,NA,"Preferred Pharmaceuticals Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Simvastatin","FALSE","nonproprietary","Simvastatin","Simvastatin_nonproprietary_raw.csv","SIMVASTATIN (E)","68788-8379-3",NA,NA,NA,NA,"Preferred Pharmaceuticals Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Simvastatin","FALSE","nonproprietary","Simvastatin","Simvastatin_nonproprietary_raw.csv","SIMVASTATIN (E)","68788-8379-1",NA,NA,NA,NA,"Preferred Pharmaceuticals Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Simvastatin","FALSE","nonproprietary","Simvastatin","Simvastatin_nonproprietary_raw.csv","SIMVASTATIN (E)","68788-8379-9",NA,NA,NA,NA,"Preferred Pharmaceuticals Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7357-9",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7357-3",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7357-1",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7357-6",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7358-9",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7358-1",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7358-3",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7358-6",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7515-9",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7515-3",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
"Cardiovascular_Medication","Other_Cardiovascular_Drugs","Warfarin","FALSE","nonproprietary","Warfarin","Warfarin_nonproprietary_raw.csv","Warfarin Sodium (E)","68788-7515-6",NA,NA,NA,NA,"Preferred Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,"3","TRUE"
